mlbam_id,name,pos,team,IP,GS,G,W,L,ERA,WHIP,K9,BB9,K,BB,H_allowed,HR_allowed,role
519242,Chris Sale,P,ATL,42.0,7,7,6,1,2.14,0.90,10.50,2.57,49,12,26,5,SP
677952,Braxton Ashcraft,P,PIT,41.7,7,7,1,2,3.02,1.08,9.72,3.02,45,14,31,3,SP
676106,Emerson Hancock,P,SEA,41.7,7,7,2,1,2.59,0.96,9.94,1.30,46,6,34,7,SP
684007,Shota Imanaga,P,CHC,41.3,7,7,3,2,2.40,0.85,9.36,2.18,43,10,25,3,SP
800048,Parker Messick,P,CLE,41.3,7,7,3,1,2.40,0.92,9.58,2.18,44,10,28,4,SP
686799,Jack Kochanowicz,P,LAA,41.3,7,7,2,1,3.05,1.21,6.53,4.57,30,21,29,2,SP
665795,Edward Cabrera,P,CHC,41.3,7,7,3,0,3.27,1.28,8.06,3.05,37,14,39,5,SP
656605,Mitch Keller,P,PIT,41.0,7,7,3,1,2.85,1.05,6.80,2.63,31,12,31,1,SP
693433,Bryan Woo,P,SEA,41.0,7,7,1,2,4.61,1.07,6.37,1.32,29,6,38,6,SP
671737,Taj Bradley,P,MIN,41.0,7,7,3,1,2.85,1.22,9.66,3.29,44,15,35,5,SP
695505,Chase Burns,P,CIN,41.0,7,7,3,1,2.20,1.02,10.10,2.85,46,13,29,5,SP
663460,Kris Bubic,P,KC,40.7,7,7,3,1,3.32,1.13,9.30,4.20,42,19,27,3,SP
592332,Kevin Gausman,P,TOR,40.7,7,7,2,2,3.10,0.96,8.85,1.77,40,8,31,5,SP
666200,Jesús Luzardo,P,PHI,40.7,7,7,3,3,5.09,1.28,11.29,1.99,51,9,43,4,SP
664285,Framber Valdez,P,DET,40.3,7,7,2,1,3.35,1.26,7.14,3.12,32,14,37,2,SP
650911,Cristopher Sánchez,P,PHI,40.3,7,7,2,2,2.90,1.51,11.16,2.90,50,13,48,3,SP
672282,Reid Detmers,P,LAA,40.0,7,7,1,2,4.28,1.15,9.90,2.03,44,9,37,3,SP
694738,Landen Roupp,P,SF,39.7,7,7,5,2,3.18,1.06,9.76,3.63,43,16,26,1,SP
592662,Robbie Ray,P,SF,39.7,7,7,2,4,2.95,1.06,9.08,3.18,40,14,28,7,SP
669358,Shane Baz,P,BAL,39.7,7,7,1,3,4.99,1.54,7.49,3.63,33,16,45,4,SP
543135,Nathan Eovaldi,P,TEX,39.7,7,7,3,4,4.76,1.34,8.85,2.27,39,10,43,9,SP
680732,Sean Burke,P,CWS,39.7,5,7,2,2,2.72,1.01,7.26,1.82,32,8,32,3,SP
650633,Michael King,P,SD,39.7,7,7,3,2,2.95,1.13,8.85,4.08,39,18,27,3,SP
656492,Foster Griffin,P,WSH,39.7,7,7,3,1,2.27,1.08,7.49,3.18,33,14,29,5,SP
690997,Nolan McLean,P,NYM,39.3,7,7,1,2,2.97,0.94,11.67,2.52,51,11,26,2,SP
676440,Tanner Bibee,P,CLE,39.3,8,8,0,5,4.58,1.47,8.24,3.66,36,16,42,6,SP
681190,Randy Vásquez,P,SD,39.3,7,7,3,1,3.20,1.17,8.24,2.97,36,13,33,4,SP
700241,Michael McGreevy,P,STL,39.3,7,7,2,2,2.52,0.92,5.49,1.83,24,8,28,5,SP
624133,Ranger Suarez,P,BOS,39.0,7,7,2,2,2.77,0.95,7.38,2.31,32,10,27,3,SP
605488,Jeffrey Springs,P,ATH,38.7,7,7,3,2,3.96,1.09,8.15,2.79,35,12,30,6,SP
607192,Tyler Glasnow,P,LAD,38.7,6,6,3,0,2.56,0.83,10.94,3.03,47,13,19,4,SP
657746,Joe Ryan,P,MIN,38.7,8,8,2,3,3.72,1.06,9.31,2.33,40,10,31,3,SP
677960,Ryan Weathers,P,NYY,38.7,7,7,2,2,3.03,1.19,10.47,2.33,45,10,36,6,SP
642547,Freddy Peralta,P,NYM,38.3,7,7,1,3,3.52,1.20,9.86,3.76,42,16,30,4,SP
622663,Luis Severino,P,ATH,38.3,7,7,2,2,4.46,1.43,9.39,5.40,40,23,32,4,SP
676083,Janson Junk,P,MIA,38.3,7,7,2,3,2.82,1.04,6.34,1.88,27,8,32,3,SP
656302,Dylan Cease,P,TOR,38.3,7,7,2,1,3.05,1.33,13.15,4.23,56,18,33,1,SP
641927,Bailey Ober,P,MIN,38.0,7,7,3,1,3.55,1.13,6.87,3.08,29,13,30,4,SP
683004,Jack Leiter,P,TEX,38.0,7,7,1,3,5.45,1.37,10.18,3.08,43,13,39,7,SP
694819,Jacob Misiorowski,P,MIL,38.0,7,7,2,2,2.84,1.00,13.97,3.55,59,15,23,4,SP
701542,Will Warren,P,NYY,37.7,7,7,4,0,2.39,1.06,10.99,1.91,46,8,32,4,SP
681347,Mike Burrows,P,HOU,37.7,7,7,1,4,5.97,1.65,8.60,3.11,36,13,49,8,SP
605400,Aaron Nola,P,PHI,37.3,7,7,2,3,5.06,1.45,9.64,3.13,40,13,41,6,SP
571927,Steven Matz,P,TB,37.3,7,7,4,1,3.86,1.10,6.75,3.13,28,13,28,6,SP
656550,Grant Holmes,P,ATL,37.3,7,7,2,1,4.34,1.31,6.99,4.10,29,17,32,6,SP
801403,Chase Dollander,P,COL,37.3,1,8,3,2,3.38,1.15,10.13,2.89,42,12,31,4,SP
608372,Tomoyuki Sugano,P,COL,37.0,7,7,3,2,3.41,1.14,5.35,2.68,22,11,31,6,SP
676974,Max Meyer,P,MIA,37.0,7,7,2,0,2.68,1.03,9.73,3.16,40,13,25,2,SP
669160,Dustin May,P,STL,36.7,7,7,3,3,5.15,1.53,6.14,2.21,25,9,47,3,SP
650644,Aaron Civale,P,ATH,36.7,7,7,3,1,2.95,1.34,6.63,2.45,27,10,39,4,SP
691587,Eury Pérez,P,MIA,36.3,7,7,2,3,4.46,1.38,9.66,3.96,39,16,34,6,SP
680736,Justin Wrobleski,P,LAD,36.0,5,6,5,0,1.25,1.00,3.75,2.50,15,10,26,0,SP
641816,Tyler Mahle,P,SF,36.0,7,7,1,4,5.00,1.53,8.50,4.50,34,18,37,6,SP
669461,Matthew Liberatore,P,STL,36.0,7,7,1,1,4.50,1.50,5.75,3.25,23,13,41,8,SP
813349,Connelly Early,P,BOS,35.7,7,7,2,2,3.79,1.32,7.82,4.29,31,17,30,5,SP
677944,Slade Cecconi,P,CLE,35.7,7,7,1,4,6.56,1.57,7.07,3.28,28,13,43,8,SP
695076,Rhett Lowder,P,CIN,35.3,7,7,3,2,5.09,1.39,6.62,3.57,26,14,35,1,SP
669022,MacKenzie Gore,P,TEX,34.7,7,7,2,2,4.67,1.36,11.68,4.67,45,18,29,5,SP
671096,Andrew Abbott,P,CIN,34.7,7,7,1,2,5.97,1.67,6.23,3.89,24,15,43,5,SP
592791,Jameson Taillon,P,CHC,34.7,6,6,2,1,4.41,1.15,8.05,3.38,31,13,27,9,SP
663623,Jake Irvin,P,WSH,34.7,7,7,1,4,4.93,1.30,10.13,3.89,39,15,30,4,SP
680573,Simeon Woods Richardson,P,MIN,34.7,7,7,0,5,6.49,1.76,4.41,3.63,17,14,47,8,SP
681517,Kyle Leahy,P,STL,34.7,7,7,4,3,4.93,1.64,7.01,3.38,27,13,44,6,SP
622491,Luis Castillo,P,SEA,34.3,7,7,0,3,6.29,1.66,8.13,3.41,31,13,44,4,SP
676282,Joey Cantillo,P,CLE,34.3,7,7,1,1,3.67,1.40,9.44,4.19,36,16,32,5,SP
656849,David Peterson,P,NYM,34.3,5,8,1,4,6.29,1.60,9.17,3.67,35,14,41,2,SP
680694,Kyle Bradish,P,BAL,34.0,7,7,1,4,5.03,1.82,9.26,5.56,35,21,41,5,SP
547179,Michael Lorenzen,P,COL,34.0,7,8,2,3,6.09,1.76,6.35,2.38,24,9,51,6,SP
669387,Carmen Mlodzinski,P,PIT,34.0,6,7,2,2,4.76,1.50,10.59,3.44,40,13,38,1,SP
694973,Paul Skenes,P,PIT,34.0,7,7,4,2,2.91,0.82,10.32,1.85,39,7,21,4,SP
672456,Keider Montero,P,DET,33.7,6,6,2,2,3.48,1.01,6.68,1.87,25,7,27,3,SP
607200,Erick Fedde,P,CWS,33.3,4,6,0,3,3.24,1.05,5.94,2.97,22,11,24,5,SP
607067,Colin Rea,P,CHC,32.7,4,7,4,1,4.41,1.32,8.27,2.48,30,9,34,3,SP
593958,Eduardo Rodriguez,P,AZ,32.7,6,6,2,0,3.03,1.41,6.06,4.41,22,16,30,4,SP
663903,Brady Singer,P,CIN,32.3,7,7,2,2,5.57,1.73,5.57,2.51,20,9,47,7,SP
641793,Zack Littell,P,WSH,32.3,5,7,1,4,7.24,1.61,4.73,3.34,17,12,40,13,SP
666142,Cole Ragans,P,KC,32.3,7,7,1,4,5.29,1.45,11.41,5.85,41,21,26,10,SP
668678,Zac Gallen,P,AZ,32.3,7,7,1,2,4.45,1.52,5.57,2.78,20,10,39,2,SP
702070,Noah Cameron,P,KC,31.7,6,6,2,2,5.40,1.61,7.96,3.13,28,11,40,5,SP
694477,Chad Patrick,P,MIL,31.3,5,7,2,2,3.45,1.44,5.74,4.60,20,16,29,2,SP
669194,Ryne Nelson,P,AZ,31.3,7,7,1,3,6.61,1.44,8.04,3.73,28,13,32,7,SP
621121,Lance McCullers Jr.,P,HOU,31.3,6,6,2,2,6.32,1.40,9.48,4.88,33,17,27,4,SP
641778,Eric Lauer,P,TOR,31.3,6,7,1,4,6.03,1.50,6.32,4.02,22,14,33,8,SP
669467,Andre Pallante,P,STL,31.3,6,6,3,2,3.73,1.31,7.47,4.02,26,14,27,4,SP
594798,Jacob deGrom,P,TEX,31.3,6,6,2,1,2.01,0.96,11.49,2.01,40,7,23,4,SP
663554,Casey Mize,P,DET,31.0,6,6,2,2,2.90,1.19,10.16,3.19,35,11,26,2,SP
686218,Emmet Sheehan,P,LAD,31.0,6,6,2,1,5.23,1.32,10.45,2.61,36,9,32,6,SP
579328,Yusei Kikuchi,P,LAA,31.0,7,7,0,3,5.81,1.58,9.58,4.06,33,14,35,3,SP
663978,Chris Paddack,P,MIA,30.7,6,7,0,5,7.63,1.66,7.92,2.93,27,10,41,6,SP
676917,Cade Cavalli,P,WSH,30.7,7,7,1,1,3.82,1.66,11.15,4.11,38,14,37,1,SP
647336,Michael Soroka,P,AZ,30.7,6,6,4,1,4.70,1.43,10.57,2.64,36,9,35,3,SP
656876,Drew Rasmussen,P,TB,30.7,6,6,2,1,2.64,0.85,9.39,1.47,32,5,21,5,SP
605288,Adrian Houser,P,SF,30.3,6,6,0,3,7.12,1.71,4.75,2.97,16,10,42,6,SP
669432,Trevor Rogers,P,BAL,30.3,6,6,2,3,4.75,1.45,8.01,2.97,27,10,34,3,SP
682052,Jacob Lopez,P,ATH,30.0,6,7,2,2,6.60,1.90,6.90,6.60,23,22,35,6,SP
605540,Brandon Woodruff,P,MIL,30.0,6,6,2,1,3.60,1.03,7.50,2.10,25,7,24,4,SP
641743,Anthony Kay,P,CWS,30.0,5,7,1,1,5.70,1.67,6.00,4.50,20,15,35,6,SP
676979,Garrett Crochet,P,BOS,30.0,6,6,3,3,6.30,1.47,11.10,3.30,37,11,33,5,SP
608566,Germán Márquez,P,SD,29.7,6,6,3,2,5.76,1.45,5.76,3.64,19,12,31,8,SP
690986,Kyle Harrison,P,MIL,29.7,6,6,3,1,2.12,1.11,10.62,2.73,35,9,24,2,SP
694297,Brandon Pfaadt,P,AZ,29.3,3,7,0,1,5.83,1.43,6.75,4.30,22,14,28,5,SP
669372,J.T. Ginn,P,ATH,29.3,5,8,0,1,4.30,1.26,7.06,4.30,23,14,23,4,SP
691725,Andrew Painter,P,PHI,29.0,5,6,1,3,5.28,1.59,8.69,2.79,28,9,37,3,SP
663556,Shane McClanahan,P,TB,29.0,6,6,3,2,3.10,1.17,9.31,4.03,30,13,21,1,SP
656427,Jack Flaherty,P,DET,29.0,7,7,0,2,5.90,1.79,9.93,7.76,32,25,27,5,SP
696149,Bubba Chandler,P,PIT,29.0,6,6,1,3,4.97,1.48,8.38,6.21,27,20,23,5,SP
677958,Kumar Rocker,P,TEX,28.7,6,6,1,3,4.71,1.47,7.53,3.14,24,10,32,3,SP
808963,Roki Sasaki,P,LAD,28.7,6,6,1,3,5.97,1.67,8.16,4.71,26,15,33,8,SP
527048,Martín Pérez,P,ATL,28.3,4,6,2,1,2.22,0.99,6.04,3.18,19,10,18,3,SP
605135,Chris Bassitt,P,BAL,28.0,6,6,2,2,5.46,1.86,5.46,4.50,17,14,38,3,SP
682227,Brandon Williamson,P,CIN,28.0,6,6,2,3,6.11,1.64,6.11,6.43,19,20,26,4,SP
571945,Miles Mikolas,P,WSH,27.3,4,7,0,3,8.23,1.72,6.26,3.62,19,11,36,8,SP
687075,Brandon Sproat,P,MIL,26.7,4,6,0,2,6.75,1.61,8.44,5.06,25,15,28,7,SP
680802,Ryan Weiss,P,HOU,26.0,2,9,0,3,7.62,2.12,10.38,6.92,30,20,35,8,SP
678394,Brayan Bello,P,BOS,25.7,6,6,1,4,9.12,2.26,5.96,5.26,17,15,43,8,SP
676962,Ben Brown,P,CHC,25.7,0,12,1,1,2.10,1.01,8.42,2.81,24,8,18,1,RP
607536,Kyle Freeland,P,COL,25.0,5,5,1,3,5.04,1.36,8.64,2.88,24,8,26,4,SP
621111,Walker Buehler,P,SD,25.0,6,6,1,2,5.40,1.56,8.64,4.32,24,12,27,1,SP
625643,Reynaldo López,P,ATL,24.7,5,7,2,1,3.28,1.34,8.39,4.38,23,12,21,4,SP
571578,Patrick Corbin,P,TOR,24.7,5,5,1,0,3.65,1.26,7.30,2.55,20,7,24,3,SP
500779,Jose Quintana,P,COL,24.3,5,5,1,2,4.07,1.36,4.44,4.07,12,11,22,5,SP
571510,Matthew Boyd,P,CHC,24.0,5,5,2,1,6.00,1.29,11.63,2.25,31,6,25,2,SP
695418,Brad Lord,P,WSH,23.7,0,11,1,0,3.80,1.23,6.08,2.28,16,6,23,3,RP
543243,Sonny Gray,P,BOS,23.0,5,5,2,1,4.30,1.30,5.09,1.96,13,5,25,3,SP
678906,Kai-Wei Teng,P,HOU,23.0,1,14,1,2,2.35,0.96,8.61,2.74,22,7,15,3,SP
681293,Spencer Arrighetti,P,HOU,23.0,4,4,4,0,1.96,1.30,9.78,5.48,25,14,16,1,SP
669947,Jesse Scholtens,P,TB,22.7,1,5,3,1,3.18,1.15,6.75,2.38,17,6,20,2,SP
592836,Taijuan Walker,P,PHI,22.7,4,5,1,4,9.13,2.07,6.75,4.37,17,11,36,8,SP
622608,Antonio Senzatela,P,COL,22.3,0,10,1,0,1.21,0.81,8.06,2.42,20,6,12,0,RP
805123,AJ Blubaugh,P,HOU,22.0,0,14,2,2,5.32,1.41,8.18,5.32,20,13,18,4,RP
668964,Tobias Myers,P,NYM,22.0,1,10,0,1,2.05,0.86,6.55,1.64,16,4,15,2,SP
640455,Sean Manaea,P,NYM,22.0,0,7,0,0,6.55,1.64,9.41,4.09,23,10,26,3,RP
670990,Yohan Ramírez,P,PIT,21.7,0,15,2,1,2.08,1.15,9.97,4.15,24,10,15,1,RP
663969,Tyler Phillips,P,MIA,21.3,0,11,0,0,1.27,1.36,9.28,5.06,22,12,17,1,RP
702273,Noah Schultz,P,CWS,21.3,4,4,2,1,2.53,1.03,8.44,5.06,20,12,10,1,SP
676879,Aaron Ashby,P,MIL,21.0,1,16,5,0,2.57,1.43,14.57,5.57,34,13,17,1,SP
670245,Ryan Watson,P,BOS,20.7,0,14,0,0,6.10,1.60,6.53,3.48,15,8,25,4,RP
608718,Brent Suter,P,LAA,20.7,1,13,1,1,3.92,1.31,8.71,3.48,20,8,19,3,SP
690953,Mick Abel,P,MIN,20.3,3,4,1,2,3.98,1.57,10.18,4.43,23,10,22,0,SP
663372,Ryan Feltner,P,COL,20.0,5,5,1,1,6.30,1.50,7.65,3.60,17,8,22,5,SP
656794,Sean Newcomb,P,CWS,20.0,0,15,0,0,3.60,1.40,9.45,3.60,21,8,20,0,RP
673540,Kodai Senga,P,NYM,20.0,5,5,0,4,9.00,1.95,10.35,5.85,23,13,26,5,SP
